Mach,CD Power-On
2.97,1.027062368
2.98,1.025979693
2.99,1.024899714
3,1.023822409
3.01,1.022806058
3.02,1.021860364
3.03,1.020917211
3.04,1.019976719
3.05,1.019038918
3.06,1.018103706
3.07,1.017171239
3.08,1.016241319
3.09,1.015314174
3.1,1.01438962
3.11,1.013467774
3.12,1.012548673
3.13,1.011632109
3.14,1.010718431
3.15,1.009807334
3.16,1.008898924
3.17,1.007993343
3.18,1.007090308
3.19,1.006190112
3.2,1.005292584
3.21,1.00439776
3.22,1.003505604
3.23,1.002616268
3.24,1.001729655
3.25,1.000845671
3.26,0.999964437
3.27,0.999085965
3.28,0.998210257
3.29,0.997337238
3.3,0.99646691
3.31,0.995599288
3.32,0.994734467
3.33,0.993872268
3.34,0.993012913
3.35,0.992156179
3.36,0.991302209
3.37,0.990450984
3.38,0.989602428
3.39,0.988756532
3.4,0.987913414
3.41,0.98707299
3.42,0.986235247
3.43,0.985400299
3.44,0.984567962
3.45,0.983738303
3.46,0.982911375
3.47,0.982087168
3.48,0.981265567
3.49,0.980446696
3.5,0.979630444
3.51,0.978816833
3.52,0.978005945
3.53,0.977197801
3.54,0.976392178
3.55,0.97558932
3.56,0.974788987
3.57,0.973991304
3.58,0.973196275
3.59,0.972403872
3.6,0.971614137
3.61,0.970826938
3.62,0.970042398
3.63,0.969260503
3.64,0.968481066
3.65,0.967704259
3.66,0.966930115
3.67,0.96615852
3.68,0.965389475
3.69,0.964622966
3.7,0.96385901
3.71,0.963097587
3.72,0.962338629
3.73,0.961582388
3.74,0.960828498
3.75,0.960077243
3.76,0.959328418
3.77,0.958582025
3.78,0.957838267
3.79,0.957096928
3.8,0.956358012
3.81,0.955621628
3.82,0.954887636
3.83,0.954156076
3.84,0.953427019
3.85,0.952700461
3.86,0.951976118
3.87,0.951254358
3.88,0.950534897
3.89,0.949817815
3.9,0.949103131
3.91,0.948390911
3.92,0.94768098
3.93,0.946973309
3.94,0.946268104
3.95,0.945565151
3.96,0.944864564
3.97,0.94416631
3.98,0.943470404
3.99,0.942776637
4,0.942085291
4.01,0.94139618
4.02,0.94070928
4.03,0.940024691
4.04,0.939342308
4.05,0.938662134
4.06,0.937984241
4.07,0.937308529
4.08,0.936635004
4.09,0.935963653
4.1,0.935294456
4.11,0.93462753
4.12,0.933962653
4.13,0.933299915
4.14,0.932639408
4.15,0.931980948
4.16,0.931324696
4.17,0.930670463
4.18,0.930018339
4.19,0.929368198
4.2,0.928720263
4.21,0.928074304
4.22,0.927430419
4.23,0.926788608
4.24,0.926148756
4.25,0.925510848
4.26,0.924875079
4.27,0.924241251
4.28,0.923609442
4.29,0.922979458
4.3,0.922351585
4.31,0.921725495
4.32,0.921101413
4.33,0.920479305
4.34,0.919859065
4.35,0.919240704
4.36,0.918624285
4.37,0.918009617
4.38,0.917396893
4.39,0.916785992
4.4,0.916176918
4.41,0.91556975
4.42,0.914964276
4.43,0.914360699
4.44,0.913758808
4.45,0.913158786
4.46,0.912560527
4.47,0.911963917
4.48,0.911369166
4.49,0.910776041
4.5,0.910184737
4.51,0.909595048
4.52,0.909007069
4.53,0.908420795
4.54,0.907836197
4.55,0.907253276
4.56,0.906671921
4.57,0.90609223
4.58,0.905514177
4.59,0.904937761
4.6,0.904362881
4.61,0.903789605
4.62,0.903217841
4.63,0.902647669
4.64,0.902079101
4.65,0.901512085
4.66,0.900946448
4.67,0.900382462
4.68,0.899819825
4.69,0.89925882
4.7,0.898699251
4.71,0.898141078
4.72,0.897584421
4.73,0.897029152
4.74,0.896475364
4.75,0.895922847
4.76,0.895371895
4.77,0.894822302
4.78,0.894274034
4.79,0.893727113
4.8,0.893181495
4.81,0.8926373
4.82,0.892094495
4.83,0.891552885
4.84,0.89101254
4.85,0.890473567
4.86,0.889935851
4.87,0.88939938
4.88,0.888864145
4.89,0.888330221
4.9,0.887797416
4.91,0.887265919
4.92,0.886735603
4.93,0.886206373
4.94,0.885678407
4.95,0.88515161
4.96,0.884625945
4.97,0.884101428
4.98,0.883578027
4.99,0.883055742
5,0.882534559
5.01,0.882084096
5.02,0.881583861
5.03,0.88108506
5.04,0.880587552
5.05,0.880091433
5.06,0.879596797
5.07,0.879103413
5.08,0.878611385
5.09,0.878120689
5.1,0.877631301
5.11,0.877143131
5.12,0.87665636
5.13,0.876170758
5.14,0.875686433
5.15,0.875203348
5.16,0.874721407
5.17,0.874240686
5.18,0.873761188
5.19,0.873282877
5.2,0.872805658
5.21,0.872329597
5.22,0.871854702
5.23,0.871380856
5.24,0.87090814
5.25,0.870436525
5.26,0.869965929
5.27,0.869496423
5.28,0.869027984
5.29,0.868560415
5.3,0.86809399
5.31,0.867628605
5.32,0.867164048
5.33,0.866700592
5.34,0.866238046
5.35,0.865776377
5.36,0.865315666
5.37,0.864855925
5.38,0.864397019
5.39,0.863938941
5.4,0.863481795
5.41,0.863025438
5.42,0.862569971
5.43,0.862115382
5.44,0.861661466
5.45,0.861208497
5.46,0.860756164
5.47,0.860304653
5.48,0.859853951
5.49,0.859403853
5.5,0.858954638
5.51,0.858505998
5.52,0.858058113
5.53,0.857610871
5.54,0.857164364
5.55,0.856718483
5.56,0.856273201
5.57,0.855828617
5.58,0.855384618
5.59,0.854941178
5.6,0.854498395
5.61,0.854056156
5.62,0.853614448
5.63,0.853173256
5.64,0.852732657
5.65,0.85229246
5.66,0.851852931
5.67,0.851413774
5.68,0.850975169
5.69,0.850537
5.7,0.850099246
5.71,0.849661923
5.72,0.849224999
5.73,0.848788549
5.74,0.84835249
5.75,0.847916777
5.76,0.84748142
5.77,0.847046397
5.78,0.846611801
5.79,0.846177524
5.8,0.845743436
5.81,0.84530974
5.82,0.844876309
5.83,0.844443144
5.84,0.844010227
5.85,0.843577638
5.86,0.843145184
5.87,0.842713031
5.88,0.842280976
5.89,0.841849209
5.9,0.841417621
5.91,0.840986183
5.92,0.840554892
5.93,0.840123735
5.94,0.83969261
5.95,0.839261681
5.96,0.83883086
5.97,0.838400227
5.98,0.837969557
5.99,0.837538951
6,0.837108388
6.01,0.836709038
6.02,0.836345716
6.03,0.835983199
6.04,0.835621485
6.05,0.835260572
6.06,0.834900454
6.07,0.834541134
6.08,0.834182605
6.09,0.833824865
6.1,0.83346791
6.11,0.833111641
6.12,0.832756251
6.13,0.83240164
6.14,0.832047705
6.15,0.831694541
6.16,0.831342251
6.17,0.830990628
6.18,0.830639769
6.19,0.830289671
6.2,0.829940336
6.21,0.829591757
6.22,0.829243935
6.23,0.828896862
6.24,0.828550441
6.25,0.828204765
6.26,0.827859934
6.27,0.827515747
6.28,0.827172299
6.29,0.826829489
6.3,0.826487511
6.31,0.826146168
6.32,0.825805653
6.33,0.825465767
6.34,0.825126604
6.35,0.824788166
6.36,0.824450345
6.37,0.824113243
6.38,0.823776856
6.39,0.823441182
6.4,0.823106218
6.41,0.822771964
6.42,0.822438314
6.43,0.822105366
6.44,0.821773123
6.45,0.821441575
6.46,0.821110627
6.47,0.82078047
6.48,0.820450806
6.49,0.820121932
6.5,0.819793646
6.51,0.819466144
6.52,0.819139224
6.53,0.818812885
6.54,0.818487327
6.55,0.818162342
6.56,0.817838031
6.57,0.817514293
6.58,0.817191325
6.59,0.816868923
6.6,0.816547087
6.61,0.816226014
6.62,0.815905501
6.63,0.815585547
6.64,0.815266351
6.65,0.814947806
6.66,0.814629716
6.67,0.814312376
6.68,0.813995585
6.69,0.813679439
6.7,0.813363938
6.71,0.813048976
6.72,0.812734656
6.73,0.812420974
6.74,0.812107828
6.75,0.811795314
6.76,0.811483434
6.77,0.811172082
6.78,0.810861357
6.79,0.81055116
6.8,0.810241586
6.81,0.809932634
6.82,0.809624199
6.83,0.809316386
6.84,0.809009185
6.85,0.808702501
6.86,0.808396427
6.87,0.808090965
6.88,0.807786008
6.89,0.80748156
6.9,0.807177814
6.91,0.806874572
6.92,0.806571831
6.93,0.806269787
6.94,0.805968141
6.95,0.80566719
6.96,0.805366633
6.97,0.805066764
6.98,0.804767387
6.99,0.804468597
7,0.804185553
7.01,0.803934691
7.02,0.803684752
7.03,0.803435523
7.04,0.803187001
7.05,0.802939299
7.06,0.802692401
7.07,0.802446207
7.08,0.802200814
7.09,0.801956111
7.1,0.801712215
7.11,0.801468998
7.12,0.801226584
7.13,0.800984843
7.14,0.800743893
7.15,0.800503614
7.16,0.800264221
7.17,0.800026112
7.18,0.799789141
7.19,0.79955294
7.2,0.799317411
7.21,0.79908254
7.22,0.798848529
7.23,0.798615082
7.24,0.798382391
7.25,0.798150442
7.26,0.797919155
7.27,0.797688519
7.28,0.79745872
7.29,0.797229457
7.3,0.797000949
7.31,0.796773164
7.32,0.796546021
7.33,0.796319609
7.34,0.796093824
7.35,0.795868668
7.36,0.795644236
7.37,0.795420529
7.38,0.795197443
7.39,0.794974968
7.4,0.794753214
7.41,0.794532166
7.42,0.794311625
7.43,0.794091899
7.44,0.793872667
7.45,0.793654146
7.46,0.793436325
7.47,0.793219093
7.48,0.793002559
7.49,0.792786619
7.5,0.792571276
7.51,0.792356614
7.52,0.792142635
7.53,0.791929245
7.54,0.791716335
7.55,0.791504201
7.56,0.791292642
7.57,0.79108176
7.58,0.790871449
7.59,0.79066171
7.6,0.790452631
7.61,0.790244122
7.62,0.790036279
7.63,0.789828993
7.64,0.789622361
7.65,0.789416293
7.66,0.789210775
7.67,0.789005909
7.68,0.788801593
7.69,0.788597922
7.7,0.78839479
7.71,0.788192212
7.72,0.787990268
7.73,0.787788868
7.74,0.787588008
7.75,0.787387778
7.76,0.787188176
7.77,0.786989112
7.78,0.786790573
7.79,0.786592561
7.8,0.786395181
7.81,0.786198413
7.82,0.786002065
7.83,0.785806339
7.84,0.78561123
7.85,0.785416538
7.86,0.785222551
7.87,0.78502898
7.88,0.784836021
7.89,0.784643665
7.9,0.784451709
7.91,0.784260455
7.92,0.784069606
7.93,0.783879357
7.94,0.783689603
7.95,0.783500345
7.96,0.783311779
7.97,0.783123606
7.98,0.782935924
7.99,0.782748822
8,0.782562209
8.01,0.782376283
8.02,0.782190634
8.03,0.782005672
8.04,0.781821082
8.05,0.781637067
8.06,0.781453632
8.07,0.781270669
8.08,0.781088173
8.09,0.780906149
8.1,0.78072469
8.11,0.780543708
8.12,0.780363272
8.13,0.78018331
8.14,0.78000371
8.15,0.779824762
8.16,0.779646283
8.17,0.779468247
8.18,0.779290667
8.19,0.779113646
8.2,0.778937069
8.21,0.778761039
8.22,0.778585362
8.23,0.77841023
8.24,0.778235638
8.25,0.778061488
8.26,0.777887678
8.27,0.777714506
8.28,0.777541673
8.29,0.777369475
8.3,0.777197614
8.31,0.777026189
8.32,0.776855285
8.33,0.776684814
8.34,0.776514865
8.35,0.776345259
8.36,0.776176259
8.37,0.776007589
8.38,0.775839438
8.39,0.775671713
8.4,0.775504403
8.41,0.775337607
8.42,0.775171134
8.43,0.775005264
8.44,0.774839717
8.45,0.774674668
8.46,0.774510032
8.47,0.774345812
8.48,0.774182092
8.49,0.774018777
8.5,0.77385587
8.51,0.773693455
8.52,0.773531345
8.53,0.773369739
8.54,0.773208625
8.55,0.773047811
8.56,0.772887486
8.57,0.772727563
8.58,0.772568118
8.59,0.772408979
8.6,0.772250417
8.61,0.772092149
8.62,0.771934257
8.63,0.77177687
8.64,0.771619844
8.65,0.771463212
8.66,0.771307058
8.67,0.771151287
8.68,0.770995894
8.69,0.770840869
8.7,0.770686333
8.71,0.770532162
8.72,0.770378367
8.73,0.770225039
8.74,0.770071983
8.75,0.7699194
8.76,0.76976718
8.77,0.76961542
8.78,0.769464032
8.79,0.769313013
8.8,0.769162343
8.81,0.769012042
8.82,0.768862197
8.83,0.768712718
8.84,0.768563586
8.85,0.768414918
8.86,0.768266505
8.87,0.768118533
8.88,0.767971023
8.89,0.767823766
8.9,0.76767696
8.91,0.767530494
8.92,0.767384385
8.93,0.767238614
8.94,0.767093292
8.95,0.766948306
8.96,0.766803666
8.97,0.766659371
8.98,0.766515521
8.99,0.766372004
9,0.766228718
9.01,0.766085976
9.02,0.765943474
9.03,0.765801403
9.04,0.76565966
9.05,0.765518246
9.06,0.765377271
9.07,0.765236524
9.08,0.765096202
9.09,0.764956218
9.1,0.764816647
9.11,0.76467731
9.12,0.764538396
9.13,0.764399798
9.14,0.764261529
9.15,0.764123683
9.16,0.763986047
9.17,0.763848831
9.18,0.763711944
9.19,0.763575365
9.2,0.763439194
9.21,0.763303349
9.22,0.763167712
9.23,0.76303259
9.24,0.762897683
9.25,0.762763178
9.26,0.762628979
9.27,0.762495091
9.28,0.762361516
9.29,0.762228242
9.3,0.762095379
9.31,0.761962715
9.32,0.761830551
9.33,0.761698594
9.34,0.761566928
9.35,0.761435667
9.36,0.761304712
9.37,0.761174043
9.38,0.76104368
9.39,0.760913711
9.4,0.760783938
9.41,0.760654556
9.42,0.760525465
9.43,0.760396668
9.44,0.760268262
9.45,0.760140046
9.46,0.76001222
9.47,0.759884674
9.48,0.759757427
9.49,0.759630556
9.5,0.759503873
9.51,0.759377578
9.52,0.759251567
9.53,0.759125832
9.54,0.759000483
9.55,0.758875306
9.56,0.758750523
9.57,0.758626005
9.58,0.758501768
9.59,0.758377812
9.6,0.758254137
9.61,0.758130823
9.62,0.758007789
9.63,0.757885034
9.64,0.757762647
9.65,0.757640428
9.66,0.757518587
9.67,0.757396902
9.68,0.757275604
9.69,0.75715456
9.7,0.757033883
9.71,0.756913379
9.72,0.75679314
9.73,0.756673363
9.74,0.75655365
9.75,0.756434297
9.76,0.756315307
9.77,0.756196477
9.78,0.756078018
9.79,0.755959808
9.8,0.755841858
9.81,0.755724166
9.82,0.755606723
9.83,0.755489645
9.84,0.755372826
9.85,0.755256253
9.86,0.755139835
9.87,0.755023872
9.88,0.754908056
9.89,0.754792592
9.9,0.754677283
9.91,0.754562325
9.92,0.754447611
9.93,0.754333148
9.94,0.754219027
9.95,0.754105158
9.96,0.753991427
9.97,0.753878046
9.98,0.753764915
9.99,0.753652012
10,0.753539469
10.01,0.753499547
10.02,0.753455671
10.03,0.753411793
10.04,0.753368196
10.05,0.753324497
10.06,0.7532811
10.07,0.75323778
10.08,0.753194462
10.09,0.753151333
10.1,0.753108292
10.11,0.753065351
10.12,0.753022489
10.13,0.752979727
10.14,0.752937153
10.15,0.752894559
10.16,0.752852162
10.17,0.752809856
10.18,0.752767636
10.19,0.752725607
10.2,0.752683565
10.21,0.752641712
10.22,0.752599847
10.23,0.752558161
10.24,0.752516572
10.25,0.752475062
10.26,0.752433739
10.27,0.752392404
10.28,0.752351258
10.29,0.7523101
10.3,0.752269118
10.31,0.752228325
10.32,0.752187419
10.33,0.752146799
10.34,0.752106158
10.35,0.752065704
10.36,0.752025227
10.37,0.751985036
10.38,0.751944833
10.39,0.751904707
10.4,0.751864668
10.41,0.751824705
10.42,0.75178493
10.43,0.751745231
10.44,0.751705618
10.45,0.751666082
10.46,0.751626633
10.47,0.751587259
10.48,0.751547971
10.49,0.751508861
10.5,0.751469826
10.51,0.751430766
10.52,0.751391893
10.53,0.751353096
10.54,0.751314486
10.55,0.751275839
10.56,0.751237279
10.57,0.751198895
10.58,0.751160596
10.59,0.751122361
10.6,0.751084213
10.61,0.75104614
10.62,0.751008142
10.63,0.750970219
10.64,0.750932471
10.65,0.7508947
10.66,0.75085711
10.67,0.750819587
10.68,0.750782139
10.69,0.750744776
10.7,0.750707577
10.71,0.750670362
10.72,0.750633213
10.73,0.750596236
10.74,0.750559335
10.75,0.750522507
10.76,0.750485755
10.77,0.750449076
10.78,0.750412472
10.79,0.750376031
10.8,0.750339565
10.81,0.750303282
10.82,0.750266953
10.83,0.750230807
10.84,0.750194736
10.85,0.750158828
10.86,0.750122892
10.87,0.750087022
10.88,0.750051325
10.89,0.7500156
10.9,0.749980048
10.91,0.74994456
10.92,0.749909146
10.93,0.749873793
10.94,0.749838515
10.95,0.749803309
10.96,0.749768166
10.97,0.749733197
10.98,0.749698289
10.99,0.749663354
11,0.749628581
11.01,0.749593881
11.02,0.749559245
11.03,0.74952477
11.04,0.749490278
11.05,0.749455838
11.06,0.74942157
11.07,0.749387364
11.08,0.749353131
11.09,0.749319059
11.1,0.749285049
11.11,0.749251112
11.12,0.749217237
11.13,0.749183422
11.14,0.74914978
11.15,0.749116198
11.16,0.749082579
11.17,0.749049127
11.18,0.749015737
11.19,0.748982411
11.2,0.748949148
11.21,0.748915948
11.22,0.748882912
11.23,0.748849839
11.24,0.748816827
11.25,0.74878398
11.26,0.748751191
11.27,0.748718368
11.28,0.748685706
11.29,0.748653105
11.3,0.748620566
11.31,0.748588187
11.32,0.74855577
11.33,0.748523514
11.34,0.748491217
11.35,0.748459083
11.36,0.748426909
11.37,0.748394894
11.38,0.748362939
11.39,0.748331045
11.4,0.748299209
11.41,0.748267533
11.42,0.748235817
11.43,0.74820426
11.44,0.748172659
11.45,0.74814122
11.46,0.748109838
11.47,0.748080018
11.48,0.748050638
11.49,0.748021314
11.5,0.747992149
11.51,0.74796284
11.52,0.74793379
11.53,0.747904797
11.54,0.74787576
11.55,0.74784688
11.56,0.747817958
11.57,0.747789192
11.58,0.747760483
11.59,0.747731828
11.6,0.74770323
11.61,0.74767469
11.62,0.747646304
11.63,0.747617872
11.64,0.747589598
11.65,0.747561277
11.66,0.747533113
11.67,0.747505001
11.68,0.747476846
11.69,0.747448844
11.7,0.747420899
11.71,0.747393006
11.72,0.747365267
11.73,0.747337484
11.74,0.747309852
11.75,0.747282175
11.76,0.747254651
11.77,0.747227079
11.78,0.747199661
11.79,0.747172296
11.8,0.747144985
11.81,0.747117726
11.82,0.747090518
11.83,0.747063362
11.84,0.747036359
11.85,0.747009308
11.86,0.746982409
11.87,0.746955462
11.88,0.746928666
11.89,0.74690182
11.9,0.746875126
11.91,0.746848485
11.92,0.746821893
11.93,0.746795352
11.94,0.746768861
11.95,0.746742522
11.96,0.746716132
11.97,0.746689793
11.98,0.746663604
11.99,0.746637364
12,0.746611273
12.01,0.746585232
12.02,0.746559241
12.03,0.746533299
12.04,0.746507406
12.05,0.746481563
12.06,0.746455768
12.07,0.746430022
12.08,0.746404423
12.09,0.746378773
12.1,0.746353272
12.11,0.74632772
12.12,0.746302314
12.13,0.746276957
12.14,0.746251547
12.15,0.746226285
12.16,0.746201071
12.17,0.746175903
12.18,0.746150883
12.19,0.74612581
12.2,0.746100784
12.21,0.746075804
12.22,0.74605097
12.23,0.746026083
12.24,0.746001343
12.25,0.74597665
12.26,0.745952001
12.27,0.745927399
12.28,0.745902743
12.29,0.745878332
12.3,0.745853766
12.31,0.745829446
12.32,0.745805071
12.33,0.745780741
12.34,0.745756558
12.35,0.745732318
12.36,0.745708223
12.37,0.745684072
12.38,0.745660067
12.39,0.745636105
12.4,0.745612189
12.41,0.745588316
12.42,0.745564487
12.43,0.745540701
12.44,0.745516961
12.45,0.745493262
12.46,0.745469708
12.47,0.745446097
12.48,0.745422629
12.49,0.745399105
12.5,0.745375622
12.51,0.745352283
12.52,0.745328987
12.53,0.745305733
12.54,0.745282423
12.55,0.745259355
12.56,0.745236228
12.57,0.745213144
12.58,0.745190101
12.59,0.745167101
12.6,0.745144243
12.61,0.745121326
12.62,0.745098452
12.63,0.745075717
12.64,0.745052924
12.65,0.745030274
12.66,0.745007665
12.67,0.744985095
12.68,0.744962567
12.69,0.744939978
12.7,0.744917633
12.71,0.744895226
12.72,0.74487286
12.73,0.744850535
12.74,0.74482825
12.75,0.744806104
12.76,0.744783898
12.77,0.744761834
12.78,0.744739707
12.79,0.744717721
12.8,0.744695775
12.81,0.744673767
12.82,0.744651901
12.83,0.744630071
12.84,0.744608282
12.85,0.744586531
12.86,0.74456482
12.87,0.744543146
12.88,0.744521612
12.89,0.744500017
12.9,0.74447846
12.91,0.744457041
12.92,0.74443556
12.93,0.744414218
12.94,0.744392913
12.95,0.744371547
12.96,0.744350318
12.97,0.744329126
12.98,0.744307972
12.99,0.744286856
13,0.744265778
13.01,0.744244736
13.02,0.744223734
13.03,0.744202766
13.04,0.744181837
13.05,0.744161043
13.06,0.744140187
13.07,0.744119367
13.08,0.744098684
13.09,0.744078038
13.1,0.744057329
13.11,0.744036754
13.12,0.744016218
13.13,0.743995616
13.14,0.74397515
13.15,0.743954721
13.16,0.743934428
13.17,0.743913971
13.18,0.743893748
13.19,0.743873461
13.2,0.743853209
13.21,0.743833095
13.22,0.743812913
13.23,0.743792768
13.24,0.743772757
13.25,0.743752683
13.26,0.743732741
13.27,0.743712736
13.28,0.743692865
13.29,0.743673027
13.3,0.743653226
13.31,0.743633458
13.32,0.743613724
13.33,0.743594026
13.34,0.743574361
13.35,0.74355473
13.36,0.743535134
13.37,0.743515571
13.38,0.743496142
13.39,0.743476645
13.4,0.743457183
13.41,0.743437855
13.42,0.743418559
13.43,0.743399298
13.44,0.74337997
13.45,0.743360773
13.46,0.743341512
13.47,0.743322383
13.48,0.743303286
13.49,0.743284223
13.5,0.743265192
13.51,0.743246194
13.52,0.743227228
13.53,0.743208395
13.54,0.743189393
13.55,0.743170625
13.56,0.743151789
13.57,0.743133085
13.58,0.743114313
13.59,0.743095571
13.6,0.743076964
13.61,0.743058388
13.62,0.743039842
13.63,0.74302123
13.64,0.743002747
13.65,0.742984298
13.66,0.742965879
13.67,0.742947492
13.68,0.742929035
13.69,0.74291071
13.7,0.742892516
13.71,0.742874252
13.72,0.742856021
13.73,0.74283782
13.74,0.742819648
13.75,0.742801608
13.76,0.742783599
13.77,0.742765521
13.78,0.742747473
13.79,0.742729554
13.8,0.742711565
13.81,0.742693707
13.82,0.74267588
13.83,0.742657983
13.84,0.742640215
13.85,0.742622478
13.86,0.74260477
13.87,0.742587091
13.88,0.742569443
13.89,0.742551825
13.9,0.742534335
13.91,0.742516775
13.92,0.742499144
13.93,0.742481743
13.94,0.742464269
13.95,0.742446927
13.96,0.742429514
13.97,0.742412228
13.98,0.742394872
13.99,0.742377645
14,0.742360446
14.01,0.742343276
14.02,0.742326035
14.03,0.742308823
14.04,0.742291838
14.05,0.742274683
14.06,0.742257655
14.07,0.742240656
14.08,0.742223684
14.09,0.742206741
14.1,0.742189926
14.11,0.742172939
14.12,0.74215618
14.13,0.742139349
14.14,0.742122645
14.15,0.74210587
14.16,0.742089122
14.17,0.742072401
14.18,0.742055808
14.19,0.742039242
14.2,0.742022604
14.21,0.742006093
14.22,0.741989609
14.23,0.741973053
14.24,0.741956623
14.25,0.741940219
14.26,0.741923845
14.27,0.741907495
14.28,0.741891173
14.29,0.741874879
14.3,0.74185861
14.31,0.741842267
14.32,0.741826153
14.33,0.741809558
14.34,0.741791818
14.35,0.741773903
14.36,0.741756216
14.37,0.741738454
14.38,0.741720821
14.39,0.741703111
14.4,0.74168543
14.41,0.741667875
14.42,0.741650344
14.43,0.741632841
14.44,0.741615264
14.45,0.741597813
14.46,0.741580386
14.47,0.741562989
14.48,0.741545515
14.49,0.741528266
14.5,0.741510844
14.51,0.741493547
14.52,0.741476275
14.53,0.741459029
14.54,0.74144181
14.55,0.741424714
14.56,0.741407546
14.57,0.741390401
14.58,0.741373381
14.59,0.741356287
14.6,0.741339218
14.61,0.741322274
14.62,0.741305254
14.63,0.741288361
14.64,0.741271391
14.65,0.741254445
14.66,0.741237626
14.67,0.74122083
14.68,0.74120406
14.69,0.741187214
14.7,0.741170492
14.71,0.741153793
14.72,0.741137121
14.73,0.741120473
14.74,0.741103847
14.75,0.741087247
14.76,0.741070671
14.77,0.741054118
14.78,0.741037589
14.79,0.741021086
14.8,0.741004605
14.81,0.740988248
14.82,0.740971815
14.83,0.740955407
14.84,0.740939121
14.85,0.740922758
14.86,0.740906521
14.87,0.740890207
14.88,0.740874014
14.89,0.740857747
14.9,0.740841601
14.91,0.740825479
14.92,0.740809382
14.93,0.740793206
14.94,0.740777156
14.95,0.740761126
14.96,0.74074512
14.97,0.740729137
14.98,0.740713077
14.99,0.740697139
15,0.740681225
15.01,0.740665333
15.02,0.740649464
15.03,0.740633618
15.04,0.740617893
15.05,0.740602092
15.06,0.740586314
15.07,0.740570557
15.08,0.740554923
15.09,0.740539211
15.1,0.740523621
15.11,0.740507955
15.12,0.740492309
15.13,0.740476786
15.14,0.740461186
15.15,0.740445706
15.16,0.74043025
15.17,0.740414714
15.18,0.7403993
15.19,0.740383909
15.2,0.740368539
15.21,0.740353191
15.22,0.740337766
15.23,0.74032246
15.24,0.740307176
15.25,0.740291916
15.26,0.740276674
15.27,0.740261456
15.28,0.740246259
15.29,0.740231082
15.3,0.740216026
15.31,0.740200794
15.32,0.740185781
15.33,0.74017069
15.34,0.740155619
15.35,0.740140669
15.36,0.74012564
15.37,0.740110633
15.38,0.740095747
15.39,0.740080781
15.4,0.740065936
15.41,0.740051011
15.42,0.740036207
15.43,0.740021425
15.44,0.740006562
15.45,0.73999172
15.46,0.739976999
15.47,0.739962298
15.48,0.739947616
15.49,0.739932956
15.5,0.739918317
15.51,0.739903697
15.52,0.739889099
15.53,0.739874518
15.54,0.739859961
15.55,0.739845321
15.56,0.739830902
15.57,0.739816403
15.58,0.739801923
15.59,0.739787465
15.6,0.739773025
15.61,0.739758606
15.62,0.739744306
15.63,0.739729927
15.64,0.739715566
15.65,0.739701324
15.66,0.739687005
15.67,0.739672802
15.68,0.73965852
15.69,0.739644259
15.7,0.739630115
15.71,0.739615991
15.72,0.739601787
15.73,0.739587701
15.74,0.739573536
15.75,0.739559489
15.76,0.739545461
15.77,0.739531453
15.78,0.739517463
15.79,0.739503393
15.8,0.739489442
15.81,0.73947551
15.82,0.739461596
15.83,0.739447703
15.84,0.739433826
15.85,0.739419969
15.86,0.739406131
15.87,0.739392311
15.88,0.73937851
15.89,0.739364727
15.9,0.739350964
15.91,0.739337319
15.92,0.739323593
15.93,0.739309885
15.94,0.739296195
15.95,0.739282623
15.96,0.73926897
15.97,0.739255436
15.98,0.739241819
15.99,0.739228221
16,0.739214739
16.01,0.739201278
16.02,0.739187734
16.03,0.739174308
16.04,0.739160801
16.05,0.739147411
16.06,0.739134038
16.07,0.739120686
16.08,0.739107249
16.09,0.73909393
16.1,0.73908063
16.11,0.739067347
16.12,0.739054083
16.13,0.739040735
16.14,0.739027505
16.15,0.739014293
16.16,0.739001098
16.17,0.738987921
16.18,0.738974761
16.19,0.738961619
16.2,0.738948494
16.21,0.738935487
16.22,0.738922396
16.23,0.738909324
16.24,0.738896268
16.25,0.738883329
16.26,0.738870307
16.27,0.738857305
16.28,0.738844318
16.29,0.738831448
16.3,0.738818494
16.31,0.738805658
16.32,0.73879274
16.33,0.738779938
16.34,0.738767053
16.35,0.738754285
16.36,0.738741433
16.37,0.738728698
16.38,0.73871588
16.39,0.738703181
16.4,0.738690495
16.41,0.738677727
16.42,0.738665076
16.43,0.738652441
16.44,0.738639823
16.45,0.738627222
16.46,0.738614636
16.47,0.738601967
16.48,0.738589415
16.49,0.73857698
16.5,0.738564459
16.51,0.738551856
16.52,0.738539368
16.53,0.738526998
16.54,0.738514543
16.55,0.738502105
16.56,0.738489682
16.57,0.738477276
16.58,0.738464885
16.59,0.73845261
16.6,0.738440253
16.61,0.738427909
16.62,0.738415583
16.63,0.738403372
16.64,0.738391078
16.65,0.738378799
16.66,0.738366635
16.67,0.738354388
16.68,0.738342256
16.69,0.73833004
16.7,0.738317941
16.71,0.738305755
16.72,0.738293686
16.73,0.738281633
16.74,0.738269495
16.75,0.738257472
16.76,0.738245465
16.77,0.738233373
16.78,0.738221396
16.79,0.738209435
16.8,0.738197389
16.81,0.73818546
16.82,0.738173545
16.83,0.738161645
16.84,0.73814976
16.85,0.73813789
16.86,0.738126036
16.87,0.738114197
16.88,0.738102373
16.89,0.738090564
16.9,0.73807877
16.91,0.738066992
16.92,0.738055227
16.93,0.738043478
16.94,0.738031743
16.95,0.738020023
16.96,0.738008419
16.97,0.73799673
